ID,Oku_Text,English_NIV_Equivalent
1965,Sakghɛ ə Jesus me saanken ɛ eysak fo eyjim.,And the news about him spread throughout the surrounding area.
1966,"Jesus me lii è lòò ɛ ndaa-eyjame, è ndu ɛ ndaa na Simon. No-wiy ə Simon nè koo eychii eytaa, nɛ ghene me chakte Jesus ge ab boyse wen.","Jesus left the synagogue and went to the home of Simon. Now Simon’s mother-in-law was suffering from a high fever, and they asked Jesus to help her."
1967,"Jesus me ndu è siyse wen ɛ eyshie, è zaam eychii vi, eychii vi me lòò. əbvii vi me lii sasen, è me se fɛlen ghene.","So he bent over her and rebuked the fever, and it left her. She got up at once and began to wait on them."
1968,"Se lu ka chuy nè nduu è din, ghel ejim ghé é nè koo teychii teytaa-teytaa me gwiy nè ghene se Jesus.","At sunset, the people brought to Jesus all who had various kinds of sickness,"
1969,"Jesus me fii eghoo na wen siyse ɛ wel ejim mok-moke, è boyse ghene.","and laying his hands on each one, he healed them."
1970,"Teyioy əbe gese lòò ɛ ghel sê eydio ə eytem, ghanen ge: Wè lu wán ə Feyin!","Moreover, demons came out of many people, shouting, ""You are the Son of God!"""
1971,"Dî Jesus me zaam ghene, ke ge ghene suuy kenəə mok-a, bek ka ghene nè keele ge əb lu Vi we Feyine nè Yiosen.","But he rebuked them and would not allow them to speak, because they knew he was the Messiah."
1972,"Se lu ka ntake nè ney, Jesus me lòò è ndu ɛ əbkwak. Ghel me se kenje wen, è te yen wen, ghene me bǎǎ se beene wen ge ab lòò se ghene.","At daybreak, Jesus went out to a solitary place. The people were looking for him and when they came to where he was, they tried to keep him from leaving them."
1973,"Dî Jesus suuy se ghene ge: Mɛ nǎǎ gese ye fekte sakghɛ əbjuŋ kum tefon na Feyine ɛ tefon sê eydio sêy, bek ka Feyine nè tumen mɛ ge mɛ gwiy nè eyfɛl nè vin.","But he said, ""I must proclaim the good news of the kingdom of God to the other towns also, because that is why I was sent."""
1974,əb me se fekten kenəə Feyine ɛ ndaa-eyjame ɛ eysak ə Judea eyjim.,And he kept on preaching in the synagogues of Judea.
1975,"Nè lu abliy fo nɛ Jesus nè siyse eychie na eymnduk ə Galilee, nɛ eymnduk kə eydio tatan wen, è nǎǎ koo eychie na wen ge ghene yio kenəə kɛ Feyine nè suuyen.","One day as Jesus was standing by the Lake of Gennesaret, the people were crowding around him and listening to the word of God."
1976,"əb me yen amnduk ambaane sebaa ɛ eychie na eymnduk, ghel eyghoŋ-te-shile di me lie ɛ ten, è se ghoŋte eynchil ə ghen.","He saw at the water’s edge two boats, left there by the fishermen, who were washing their nets."
1977,"Jesus me ndu ɛ mnduk ə Simon, è chakte Simon ge ab chəək wen ken fə̀ fə̀ se eychie. Jesus me jame eyshee ɛ mnduk fo, è se fekten ghel.","He got into one of the boats, the one belonging to Simon, and asked him to put out a little from shore. Then he sat down and taught the people from the boat."
1978,"əb meyse fekten ghel di, è me suuy se Simon ge: Chəək mnduk vin è ndu nè wen eyyio ɛ mame mnduk, è ghen yayte eynchil ə ghen ge ghen ghoŋ shile.","When he had finished speaking, he said to Simon, ""Put out into deep water, and let down the nets for a catch."""
1979,"Simon fise ge: Ndinte! Ghes nè fɛl nchuy fɛn abjim, ke ke ge ghes ghoŋ mnduk. Dí bek ka wè suuyen, mɛ nǎǎ ye yayte eynchil vin.","Simon answered, ""Master, we’ve worked hard all night and haven’t caught anything. But because you say so, I will let down the nets."""
1980,"Ghene yayte eynchil di, è me ghoŋte shile naa se eydio, è eynchil kə eete.","When they had done so, they caught such a large number of fish that their nets began to break."
1981,"Ghene me se feke nè eghoo se ba-shile na ghene ghé é nè luun ɛ mnduk əmoke ge ghene gwiy nè giamtene ghene. Ghene me gwiy, è me jeme amnduk ambaane di nè shile naa se ŋaŋ, è amnduk di me bǎǎ se neey.","So they signaled their partners in the other boat to come and help them, and they came and filled both boats so full that they began to sink."
1982,"Se lu ka Simon Bita yenen kenəə vin di, è me ndu è jame eyshic na Jesus, suuye ge: Bay, lòò se yom, bek ka mɛ lu wel eybame.","When Simon Peter saw this, he fell at Jesus’ knees and said, ""Go away from me, Lord; I am a sinful man!"""
1983,Simon ghene ghel ejim ghé é nè luun nè wen chiyte naa se ŋaŋ kum eyshaa shile yɛ ghene ghoŋten di.,"For he and all his companions were astonished at the catch of fish they had taken,"
1984,Wel-shile na Simon we Jems ghene Joon ghé é nè luun teychii na Jebedi gese me chiyte. Jesus me suuy se Simon ge: Ghǎà wè ye fan. Se keete ɛ leghe wè nǎǎ ye ghoŋ ghel.,"and so were James and John, the sons of Zebedee, Simon’s partners. Then Jesus said to Simon, ""Don’t be afraid; from now on you will fish for people."""
1985,"Ghene me chəək amnduk di ɛ eychie, è me lòò əbnəə abjim, è me koŋ Jesus.","So they pulled their boats up on shore, left everything and followed him."
1986,"Se lu ka Jesus nè luun ɛ ntek əmoke, wel əblee lu ɛ ten nɛ eychii-eghoo chiì wen naa se ŋaŋ. Se lu ka ab yenen Jesus di, è me jame eyshic, è me chakte Jesus ge: Bay, lòó wè koŋen, wè fese boyse mɛ.","While Jesus was in one of the towns, a man came along who was covered with leprosy. When he saw Jesus, he fell with his face to the ground and begged him, ""Lord, if you are willing, you can make me clean."""
1987,"Jesus me tinse eghoo, è me fii se wen, suuye ge: Mɛ koŋen. Boy-a! Ken e leghe, eychii-eghoo vi me lòò ɛ wen ə eytem.","Jesus reached out his hand and touched the man. ""I am willing,"" he said. ""Be clean!"" And immediately the leprosy left him."
1988,"Jesus me zaam wen ge: Ghǎà wè ye suuy se wel əmoke. Dí ndu è se neeye wè se ntanle, è wè fò eysak se Feyine ka Moses nè chioten, ge ghele yen ge wè me boy.","Then Jesus ordered him, ""Don’t tell anyone, but go, show yourself to the priest and offer the sacrifices that Moses commanded for your cleansing, as a testimony to them."""
1989,"Dî sakghɛ ə Jesus me saanken naa se ŋaŋ, nɛ ghel sê eydio gwiy se yio kenəə kɛ ab nè suuyen, è ghene boy ɛ teychii na ghene.","Yet the news about him spread all the more, so that crowds of people came to hear him and to be healed of their sicknesses."
1990,"Dî Jesus me se kase nduu ɛ əbkwak, è se yeme.",But Jesus often withdrew to lonely places and prayed.
1991,"Nè lu ɛ kechii kelee nɛ Jesus nè fekten ghel, nɛ ghel eysak na Balisi ghene tefise te nchil nè luun ɛ njon fo, ghene gwiy sêy r Galilee, Judea, gese nè Jolesalem. Abtaa na Bay lu ɛ Jesus ə eytem ge ab ye boyse ghel.","One day Jesus was teaching, and Pharisees and teachers of the law were sitting there. They had come from every village of Galilee and from Judea and Jerusalem. And the power of the Lord was with him to heal the sick."
1992,"Ghel əblee me gwiy nè wel eykuo-eykul ɛ kenak, ghene me bǎǎ se neey wen ɛ ndaa eyshie na Jesus.",Some men came carrying a paralyzed man on a mat and tried to take him into the house to lay him before Jesus.
1993,"Bek ka ghele nè eydio, ghene jia yen jii ge ghene neey wen ɛ ten mok-a, è me gese ndu eyyio ɛ ketuu ndaa, è ghene yayte tetaŋ, è ghene yayte wel vi nè kenak ə wen ɛ kebaaten ə ghele eyshie na Jesus.","When they could not find a way to do this because of the crowd, they went up on the roof and lowered him on his mat through the tiles into the middle of the crowd, right in front of Jesus."
1994,"Jesus yenen ge ghene beene wen di, è me suuy se wel vi ge: Babey, mɛ lòòmen əbnəə abbaanese na ghu.","When Jesus saw their faith, he said, ""Friend, your sins are forgiven."""
1995,"Tefise te nchil ghene Balisi me keete è se kwaate ge: Wel vin lu ndɛ-a? əb nè fise Feyin. Wel əmoke fese lòò əbnəə abbaanese, lòó ke lu Feyin wen-moke-a?","The Pharisees and the teachers of the law began thinking to themselves, ""Who is this fellow who speaks blasphemy? Who can forgive sins but God alone?""""
1996,Jesus me keele əbnəə wɛ ghene nè kwaaten di"
1997,"Sê é ghaŋte: Ge ""Mɛ lòòmen əbnəə abbaanese na ghu"" sê ""Lii sasen è ndu""-a?","Which is easier: to say, 'Your sins are forgiven,' or to say, 'Get up and walk'?"
1998,"Dî mɛ nǎǎ ye neeye ghen keele ge Wán-wel-eyfɛl lu nè abtaa ɛ ntie ge ab lòò əbnəə abbaanese. Jesus me suuy se wel eykuo-eykul vi ge: Mɛ suuy se wè ge lii sasen, è wè fii kenak ə vie, è ndu ɛ ndaa.","But I want you to know that the Son of Man has authority on earth to forgive sins."" So he said to the paralyzed man, ""I tell you, get up, take your mat and go home."""
1999,"Ken e leghe wel vi me lii sasen ɛ eyshie na ghene, è me fii kenak wɛ ab nè luun ɛ ten, è me kase fiile ɛ ndaa, kokse Feyin.","Immediately he stood up in front of them, took what he had been lying on and went home praising God."
2000,"Kelame gwel ghel ejim, ghene me se kokse Feyin, è me fane naa se ŋaŋ, suuye ge: Ghes yenenmen əbnəə abghakene ɛ kechii kě lane.","Everyone was amazed and gave praise to God; they were filled with awe and said, ""We have seen remarkable things today."""
2001,"Ken e leghe Jesus me lòò, è me yen wel eyfii-shile nè é toŋte ge Levi, ab nè jame eyshee ɛ ndaa-eyfii-shile. Jesus me suuy se wen ge: Koŋ mɛ.","After this, Jesus went out and saw a tax collector by the name of Levi sitting at his tax booth. ""Follow me,"" Jesus told him,"
2002,"Levi me lòò əbnəə abjim, è me lii sasen, è me koŋ Jesus.","and Levi got up, left everything and followed him."
2003,"Levi me neey eyjun eychak-ghel na Jesus ɛ ndaa na wen. Ghel sê eydio ghé é nè fii-shile lu nè Jesus gese nè ghel əmoke, ghene jame eyshee ɛ ten.","Then Levi held a great banquet for Jesus at his house, and a large crowd of tax collectors and others were eating with them."
2004,"Balisi ghene tefise te nchil me keete è se kante se ghel eyghoŋ na Jesus ge: Ghen chame eyshee, è se nǎǎ nè ghel eyfii-shile ghene ghel eybame se ghɛ-a?","But the Pharisees and the teachers of the law who belonged to their sect complained to his disciples, ""Why do you eat and drink with tax collectors and sinners?"""""
2005,"Jesus me fise se ghene ge: Ghel ghé ncheken bǎǎ se bife se wele-nchak-boyse-wel, dí ghel ghé é koon eychii.","Jesus answered them, ""It is not the healthy who need a doctor, but the sick."
2006,"Mɛ bɛey gwiy ge mɛ ye yio ghel ejunje, dí mɛ gwiy ge mɛ ye yio ghel eybame ge ghene kubsen tetem ə ghen.","I have not come to call the righteous, but sinners to repentance."""
2007,"Ghele me suuy se Jesus ge: Ghel eyghoŋ na Joon nè chame eyzəə, è ghene yeme naa se eydio, ka ghel eyghoŋ na Balisi nǎǎ neey sêy, dí ghel eyghoŋ na vie ghene ko chame eyshee è se nǎǎ.","They said to him, ""John’s disciples often fast and pray, and so do the disciples of the Pharisees, but yours go on eating and drinking."""
2008,Jesus me fise se ghene ge: Ghen fese suuy se ghel ghé é nè yion chii na kensiyse ge ghene chame eyzəə ka kensiyse nè chiin nè ghene-a?,"Jesus answered, ""Can you make the friends of the bridegroom fast while he is with them?"
2009,"əbliy nèy ye gwiy wɛ əb nèy ye neey kensiyse fo ɛ ghene kebaaten, ghene nèy ye chame eyzəə ɛ əbliy fo sêy.","But the time will come when the bridegroom will be taken from them; in those days they will fast."""
2010,"Jesus me suuy njǎŋ nè vin se ghene ge: Wel əmoke bǎǎ se kfiy nwaale kě meen kfaksen ɛ nwaale kě loote. Lòó ab neey sêy, ab me momse nwaale kě meen vi, nɛ nwaale kě meen vi bǎǎ se jame nè nwaale kě loote.","He told them this parable: ""No one tears a piece out of a new garment to patch an old one. Otherwise, they will have torn the new garment, and the patch from the new will not match the old."
2011,"Wel əmoke gese bǎǎ se nyok amnduk ammeen ɛ nwaale-nduk yê kě loote. Lòó ab neey sêy, amnduk ammeen vi nèy ye yayte nwaale-nduk yê kě loote di, amnduk di me gwel, nɛ nwaale-nduk di me gwel sêy.","And no one pours new wine into old wineskins. Otherwise, the new wine will burst the skins; the wine will run out and the wineskins will be ruined."
2012,Dî əb lu ke ge əb nyok amnduk ammeen ɛ nwaale-nduk yê kě meen.,"No, new wine must be poured into new wineskins."
2013,"Wel əmoke wɛ ab nǎǎ amnduk amloote bǎǎ se koŋ amnduk ammeen mok-a, bek ka ab suuyen ge: Amnduk amloote di me bǎǎ.","And no one after drinking old wine wants the new, for they say, 'The old is better.'""""
ID,Oku_Text,English_NIV_Equivalent
2014,Nè lu ɛ kechii kə eyzəəte əmoke"
2015,Ghel eysak na Balisi me bife ge: Ghen neey kenəə kɛ ke băǎ se gan ɛ kechii kə eyzəəte se ghɛ-a?,"Some of the Pharisees asked, Why are you doing what is unlawful on the Sabbath?"""""
2016,Jesus me fise se ghene ge: Ghen bɛey transcribe kenəə kɛ David nè neeyennen ɛ leghe wɛ ab ghene ghel ə wen nè jenɛ ɛ ten-a?,"Jesus answered them, Have you never read what David did when he and his companions were hungry?"""
2017,"əb me ndu ɛ ndaa Feyin, è fii amchio wɛ ab fo se Feyine, è me chame, è fo sêy se ghel ə wen, amchio wɛ nchil nè chioten ge ke lu ka ntanle wen-moke fese chame.","He entered the house of God, and taking the consecrated bread, he ate what is lawful only for priests to eat. And he also gave some to his companions.""
2018,Jesus me suuy sêy se ghene ge: Wán-wel-eyfɛl lu Bay ə kechii kə eyzəəte."""
2019,Nè lu ɛ kechii kə eyzəəte əmoke Jesus me ndu ɛ ndaa-eyjame è se fekten ghel. Wel əblee lu ɛ ten nɛ eghoo na wen yê kebaaten nè kuomen.,"On another Sabbath he went into the synagogue and was teaching, and a man was there whose right hand was shriveled."
2020,"Tefise te nchil ghene Balisi me se yene Jesus eyshic ge ab ye boyse wel fo ɛ kechii kə eyzəəte, ge ghene yen jii ge ghene kfiyen nchil ɛ Jesus ketuu.","The Pharisees and the teachers of the law were looking for a reason to accuse Jesus, so they watched him closely to see if he would heal on the Sabbath."
2021,"Dí Jesus me keele əbnəə wɛ ghene nè kwaaten di, è me suuy se wel eghoo-eykuo vi ge: Lii sasen è ndu è siyse ɛ kebaaten. əb me lii sasen è siyse.","But Jesus knew what they were thinking and said to the man with the shriveled hand, Get up and stand in front of everyone."" So he got up and stood there."""
2022,Jesus me suuy se ghene ge: Mɛ nǎǎ bifte ghen ge: Nchil nè chioten ge əb neey jii ɛ kechii kə eyzəəte-a? əb neey jii kejuŋ sê ab neey jii kəbe-a? əb boyse wel sê ab me boy wel-a?,"Then Jesus said to them, I ask you"
2023,"Jesus me keele ghel ejim ghé é nè luun eyshie na wen di, è me suuy se wel vi ge: Tinse eghoo ə vie. əb me tinse eghoo, eghoo vi me boy.","He looked around at them all, and then said to the man, Stretch out your hand."" He did so"
2024,"Dí kfəl me se koo ghene naa se ŋaŋ, ghene me se bifte se ghene-ghene ge ghene nèy ye neey Jesus ghɛ-a.",But the Pharisees and the teachers of the law were furious and began to discuss with one another what they might do to Jesus.
2025,Nè lu ɛ əbliy fo nɛ Jesus nè nduun eyyio ɛ kfən əmoke ge ab ye yeme. əb me neey nchuy vi abjim è yeme se Feyine.,"One of those days Jesus went out to a mountainside to pray, and spent the night praying to God."
2026,"Se lu ka ntake nè ney, è me yio ghel eyghoŋ na wen, è kfiy ghel njon-sebaa ɛ kebaaten ə ghene, è toŋte ghene ge ghel ntum.","When morning came, he called his disciples to him and chose twelve of them, whom he also designated apostles:"
2027,"Ghene lu: Simon (wɛ Jesus nè toŋten ge Bita), Andlu (we wan-no ə Simon), Jems ghene Joon, Filib ghene Batolomiu,","Simon (whom he named Peter), his brother Andrew, James, John, Philip, Bartholomew,"
2028,"Matio ghene Tomas, Jems (we wán ə Alfeus), Simon (we wel eyjun eyshic na eylake wen),","Matthew, Thomas, James son of Alphaeus, Simon who was called the Zealot,"
2029,"Juda (we wán ə Jems), ghene Juda Iskaliot (wɛ ab nè luun wel-kfə̀).","Judas son of James, and Judas Iscariot, who became a traitor."
2030,"Jesus me kase fiile nè ghene, è me ndu è siyse ɛ eysak eybvase. Ghel eyghoŋ na wen nè luun fo nè ghel sê eydio ghé é nè gwiy ɛ eysak ə Judea eyjim, Jolesalem, gese nè ntek yê eychie na eymnduk ye Taya ghene Sidon.","He went down with them and stood on a level place. A large crowd of his disciples was there and a great number of people from all over Judea, from Jerusalem, and from the coastal region around Tyre and Sidon,"
