source,target
"translate English to Oku: When his parents saw him, they were astonished. His mother said to him, ""Son, why have you treated us like this? Your father and I have been anxiously searching for you.""","Ka no ə wen ghene ba ə wen yenen wen, kelame gwel ghene, wè nɛɛy ge: Wan ə wom, wɛ̀ neey ghes kin se ghes lɛ? Ghese ba ə vie kè luŋe keŋe wɛ̀ naa se ŋaŋ."
"translate English to Oku: What did he mean when he said, ‘You will look for me, but you will not find me,’ and ‘Where I am, you cannot come’?”","Se lu ne Jesus bo dinte əbnəə se ghele e ndaa-eykokse, əb bif e gir eytaa ge: Ghen le loote ke me, gese ke ghaa me lòòn-a?"
"translate Oku to English: Ghen ghel ghé eb nè neey jii nè vin keele ge ghen fò əbnəə əbjuŋ se babey na ghen. Lu geese nɛ Báǎba na ghen wɛ ab lu ɛ eyshaa nǎǎ ye fo Keyioy-əbjuŋ se ghel ghé é nè chakten wen.""","If you then, though you are evil, know how to give good gifts to your children, how much more will your Father in heaven give the Holy Spirit to those who ask him!"""
"translate Oku to English: Ghel clee se suuye ge: Wel vin lu ken naa Joon Nfoo Moo ka ǝb kasen loole se eykuo, ne ghey kenǝǝ ke ke nɛɛyen ge ǝb ye ki ǝbtaawe se ye nɛɛye əbnəə əbchio ǝbyúméné le.","Some were saying, ""John the Baptist has been raised from the dead, and that is why miraculous powers are at work in him."""
translate Oku to English: Ney se lu ka chuy tiysen mbi sasen fin naa eyjim è fin dî se chuy setal.,From noon until three in the afternoon darkness came over all the land.
"translate Oku to English: Jesus nè fekte nduu nè kenǝǝ a Feyine se ghene & ngan selee se eydio ka shine, lie ken e jii ye ghene nè yion e ten.","With many similar parables Jesus spoke the word to them, as much as they could understand."
"translate English to Oku: ’Go to the village ahead of you,",Ghεne ndu ε ntεk nε lu ε ghεne mbiy.
translate Oku to English: Wel we é laken laken nyine dì,bek ka é lak ken wen laken
translate English to Oku: naa ndε wε ghεn náà beηte ε εykokse,Loo ghεn nè fo εytem se mε
translate English to Oku: I know who you are—the Holy One of God!’,Me ke wel we wè luun abghen. We lu wel ǝblanen nə Feyine.
"translate Oku to English: Eytiye kəjuŋ bǎǎ se bii amka kəbe, nɛ eytiye kəbe gese bǎǎ se bii amka kəjuŋ.",No good tree bears bad fruit
translate Oku to English: Bailet yio di e leghe è bif ge: Wel vin chèmè lu wele Galilee-a?,"On hearing this, Pilate asked if the man was a Galilean."
translate English to Oku: ne ghes loote lu ghone wen.,Ghene fise ge: Feyine se wene ngen lu ken Bay we ghes kiin
"translate English to Oku: After this, Jesus went out and saw a tax collector by the name of Levi sitting at his tax booth. ""Follow me,"" Jesus told him,","Ken e leghe Jesus me lòò, è me yen wel eyfii-shile nè é toŋte ge Levi, ab nè jame eyshee ɛ ndaa-eyfii-shile. Jesus me suuy se wen ge: Koŋ mɛ."
translate English to Oku: me lu ne me fő eytem se wè. Əb suuy di,Wel vi me suuy ge: Báàba
"translate Oku to English: Ghen toknen bek ge, é nêy koo ghen è ndu so se ndaa nsak è gese lie ghen è ndu so se ngayse cyjem è tel.","""You must be on your guard. You will be handed over to the local councils and flogged in the synagogues."
"translate English to Oku: Truly I tell you, if you have faith as small as a mustard seed, you can say to this mountain, 'Move from here to there,' and it will move.",loo ghεn nè fo εytem sεε ka ngose fekak yε əb nè foon ge matade ghεn nè bóy se suuy se kfən vin ge: Lòò fεn ndu fo!
"translate English to Oku: No, the Father himself loves you",bek ge Bay se wene ngerŋ koje ghen.
translate English to Oku: For he knew it was out of self-interest that they had handed Jesus over to him.,Bailɛt nè bife di bek ka ǝb nè keen ge ghé mbiy nə ghele Juuse nè gwiy nè Jesus se yi ne é ghek ken wen gheken.
"translate English to Oku: Therefore what God has joined together, let no one separate.""","Ke me se lu ge, ghàà wel yî giabsen kii dii ke Feyine chintenmen."
translate English to Oku: è nεy yese,Əb fise ge: Mε jia shik
translate English to Oku: They left and found things just as Jesus had told them. So they prepared the Passover.,"Ghene me lòò è ndu e ntek fo, è yen əbnəə əbjim ne ǝb lu ken ka Jesus kè suuyen, è fel ǝbfua-abyíćne eyyie Kechii Eyboyse fo."
translate Oku to English: Ghen ko lóó é neyte ghon e kechii eybam.,"Then Jesus, still teaching in the temple courts, cried out, ""Yes, you know me, and you know where I am from. I am not here on my own authority, but he who sent me is true. You do not know him,"
translate English to Oku: “Does our law condemn a man without first hearing him to find out what he has been doing?”,Jesus nè suuy kine kum Keyioy a Feyin ke ghel ghe é nè foon eytem se wen nè nêy se kiile.
translate Oku to English: Ghene báà ghal giese wen bek ka ghɛne báà fo eytem se vi di we ǝb nè tumen.,"nor does his word dwell in you, for you do not believe the one he sent."
"translate Oku to English: Jesus beele Feyin se seghene, è suuy ge ghene giate sey se ghel ghii.",he gave thanks for them also and told the disciples to distribute them.
"translate Oku to English: Ney se lu ne ghon-eyfel nə Jesuse jelmen e məme jio ka tetarŋ tetal kene tekzek dì, ghene yen Jesus ne ǝb jele e ketuu moo baksen gwiye se kenǝk, è me se fane.","When they had rowed about three or four miles, they saw Jesus approaching the boat, walking on the water; and they were terrified."
"translate Oku to English: Mfəme yi ghusen, əblike se lu nyian.",Then the wind died down and it was completely calm.
"translate English to Oku: ’They took the thirty pieces of silver, the price set on him by the people of Israel, and they used them to buy the potter’s field, as the Lord commanded me.’",É nè lie eshie ǝbkaa silva əmmtal ne lu əbkaa ketuu na wen we ghele Islaele nè beemen ge & lak è me lak eylem a wel eybome ntonse so ken ka Báàba nè suuyen se me.
translate Oku to English: Jesus nase keghoo kεn se əbliy è ghal wen so è suuy ge: Wè lu lε nε wè báà fo εytem se mε,"Immediately Jesus reached out his hand and caught him. 'You of little faith,' he said 'why did you doubt?'"
"translate Oku to English: Jesus me fise se ghene ge: ""Nduen è ghen suuy se ba-eyyio vi ge: 'Mɛ nè lúúsen teyioy əbe è mɛ boyse ghel ɛ chuy nè vin gese nè lòó, dí nè lu ɛ kechii ketal nɛ mɛ nǎǎ ye meyse sêy na yom.'","He replied, ""Go tell that fox, ’I will keep on driving out demons and healing people today and tomorrow, and on the third day I will reach my goal.’"
translate English to Oku: Freely you have received; freely give.,Mɛ fó əbtaawe vin se ghɛn se lólò ghɛn yɛ chuke ghel so se lólò.
"translate Oku to English: ǝb yio ge Jesus lòòmen se Judea, è gwiy Galilee, è me ndu è yen wen è se bernte ge ab ko gwiy è chuk wán a vi bek ka ǝb nè se kuon.","When this man heard that Jesus had arrived in Galilee from Judea, he went to him and begged him to come and heal his son, who was close to death."
translate Oku to English: səb ndu è chin enteke Samalia cylee ne é tonte ge Sika.,"So he came to a town in Samaria called Sychar,"
"translate Oku to English: Jesus fise se wen ge: É nè nyaken ɛ nwaale-Feyin ge: ""Jame eyshic na Bay Feyin na Feyin ghen, è fɛl se wen wen-moke.""","Jesus answered, ""It is written: 'Worship the Lord your God and serve him only.'""""
1938,Satan me gese neey Jesus"
"translate Oku to English: Bailet me gese sunnen se kenone ghel kii bek ge əb nè ki shii se vase Jesus,","Wanting to release Jesus, Pilate appealed to them again."
translate Oku to English: Nè tum wen me.,"“Go,” he told him, “wash in the Pool of Siloam” (this word means “Sent”)."
"translate English to Oku: With him was a crowd armed with swords and clubs, sent from the chief priests, the teachers of the law, and the elders.","Əb nè lu ghene kenone wele, ne tum ghele mbiye se ndaa-eykokse Feyin, nè ghé eydinte tesake gese nè cheese. Ghene nè ki fiakse gese nè ǝbbule."
translate English to Oku: Gifts of gold frankincense and myrrh.,Tefo tine nè lu: Ɛytian nè kɛlɛye gese nè keyióséne.
"translate English to Oku: 'But the day Lot left Sodom, fire and sulfur rained down from heaven and destroyed them all.'","'Dí ɛ chuy wɛ Lot nè lòòmen ɛ Sodom di, eynnyii gese nè amchio-eyjame me gwelmen ɛ eyshaa geese nɛ eynnyii-eyseen è ab me fə̀lte ghene abjim.'"
"translate English to Oku: He replied, 'Go into the city to a certain man and tell him:",Əb fise ge: Ghεn lii ndu ε mεme ntεk é ghεn yεn wel əblee è suuy se wen ge:
"translate Oku to English: Əbchayte we ghene nèy yen se geese keele ge wan nè vin lu wán wɛ me suuyen lu ge, ghene nèy yen wán nè ɛ́ limte nè ndayse, è nyinjse ɛ kenak kɛ nyamsc sɛɛ yiɛ ɛ ten.","This will be a sign to you: You will find a baby wrapped in cloths and lying in a manger."""
"translate Oku to English: É meyse eyyie Kechii Eyboyse ki, Josef ghene Mɛɛle loo fiile se Nazalet, Jesus me gok ɛ Jolesalem, ne ba ə wen ghene no ə wen ke ge wan lu ɛ ghene kenon, è nèy wiy.","After the festival was over, while his parents were returning home, the boy Jesus stayed behind in Jerusalem, but they were unaware of it."
translate Oku to English: Lu bek ghe we wè biften tebif tin se me?,Why question me?
"translate Oku to English: 'Lòó ab me neey əbe ɛ ketuu na vie naa se chuy njon-sebaane ɛ chuy moke di, è ab me kase fiile ɛ eghoo na vie naa se chuy njon-sebaane è suuy ge: ""Mɛ me kubsen tetem ə yom,"" lòòmen əbe di se wen.'","'Even if they sin against you seven times in a day and seven times come back to you saying ""I repent,"" you must forgive them.'"
"translate English to Oku: Aware of this, Jesus said to them, 'Why are you bothering this woman?'",Ka ghene vəken dî Jesus keele è bif se ghene ge: Ghεne foo ngεk se əbvii vin se ghε?
translate Oku to English: Ba a wene Ablaham nè sarjle se yen ǝbliy we me gwiy e ten.,Nobody has ever heard of opening the eyes of a man born blind.
"translate Oku to English: Wel-əbvii əblee me lu ɛ ten wɛ keyioy əbe me neeyenen wen wel-əbkùk naa se tefə̀ njon-sebaa gese nè baane. əb me kùken naa se eydio, è ab băǎ se lii kelaanen mok-a.",and a woman was there who had been crippled by a spirit for eighteen years. She was bent over double and could not straighten up at all.
"translate Oku to English: Dí Jesus me suuy se wen ge: ""Ghǎà ghen ye zaam wen, bek ka wel wɛ ab băǎ se baanese nè ghen lu wel ə ghen.""","""Do not stop him,"" Jesus said, ""for whoever is not against you is for you."""
"translate English to Oku: during the high-priesthood of Annas and Caiaphas, the word of God came to John son of Zechariah in the wilderness.","ne Annas ghene Kaiafas lu abtuu se ghé ntanjlee eylake Judea, Feyine tinse ntum se Joon wɛ wán ə Zakalia ɛ əbkwak."
translate Oku to English: Lòó ke jia gan dì nɛ lum jen lu ghene ghene.,"They cannot, so long as they have him with them."
translate Oku to English: è me kak wán vi è laa kelek ge yi nêy fo naa ghε se wen kε əb bifen.,that he promised with an oath to give her whatever she asked.
translate Oku to English: Malta fise ge: Eene Báàba.,"'Yes, Lord,' she replied,"
"translate English to Oku: Philip found Nathanael and told him, 'We have found the one Moses wrote about in the Law, and about whom the prophets also wrote—","Filib ndu è yen Natanael, è suuy se wen ge: Ghes yenmen wel we Moses nè nyaken e gwaale tesak, ghele ntum na Feyine gese nyak ge ǝb nãà gwiy."
translate English to Oku: You judge by human standards; I pass judgment on no one.,Əb ngvəkte è se nyake kenǝǝ e ntie nè wan-keghoo.
"translate Oku to English: Ghel ɛjime náà ye bane ghen bek ge ghen lu ghele ngoo na me dî ne naa nde we ǝb yî tarjen è chin se kenləysen, náà kiile zyboy.","Everyone will hate you because of me, but the one who stands firm to the end will be saved."
"translate English to Oku: 'However, when the Son of Man comes, will he find faith on the earth?'","'Dí se lu ka Wán-wel-eyfɛl nǎǎ ye gwiy di, ab nǎǎ ye yen əbliiy-eyseen ɛ eyshaa-eyyale-a?'"
"translate English to Oku: It was now about the sixth hour, and darkness came over the whole land until the ninth hour,","Ney se lu ka chuy tiysen, mbi sasen è fin naa eyjim, è ney kase se laane ne chuy se make mbàŋse."
"translate English to Oku: While they were listening to this, he went on to tell them a parable, because he was near Jerusalem and the people thought that the kingdom of God was going to appear at once.","Se lu ka ghele yioten əbnəə we Jesus nè suuyen, ab se lu se maauk ngan bek ge ǝb nè se baksene se Jolesalem, ne ghele kwaate ge eysak a Feyine shi se gwiy ken se ǝbliy."
"translate Oku to English: Əb me nyin è ndu se mbiy è kok se fekake sikamole ka ab yen, bek ka Jesus nè chian & jii fo.","So he ran ahead and climbed a sycamore-fig tree to see him, since Jesus was coming that way."
translate English to Oku: Even as he spoke many believed in him.,"Əb nyak e ghene nchil ge: Ghele teem ebaa è sunnen se ǝbchio ǝbmok, fene kenǝǝ ke ghene suuyen lu ǝbluuy."
"translate English to Oku: from the blood of Abel to the blood of Zechariah, who was killed between the altar and the sanctuary. Yes, I tell you, this generation will be held responsible for it all.","keete se ammtə̀ na Abel ndu è chin se ammtə̀ na Zakalia, wɛ ghene nè fə̀ltemen ketuu na wen ɛ kebaaten ntie-eykokse-Feyin gese nè eysak eyseen. Eya, mɛ suuy se ghen ge Feyine nǎǎ ye nyak əbnəə nè vin ɛ eghoo na ghel-eyfɛl na leghe nè vin."
translate Oku to English: é bif se wen ge: Lu wè mboyse wε əb nêy se gwiy moo ghes yε chiyte εychin-a?,"to ask him, 'Are you the one who is to come, or should we expect someone else?'"
translate Oku to English: Ghen kubsen tetem a ten è fiile se cybame mbee é fó moo se ghen ka Feyine leyse mbee a sen.,a baptism of repentance for the forgiveness of sins.
"translate Oku to English: Dî ghene soote se Bailet ketaan ge: Əb ghane neeye ge ghele ye taa ketuu, dinte əbnəə wen në vi eylake Judea cyjim.","But they insisted, 'He stirs up the people all over Judea by his teaching."
"translate English to Oku: Then you will know the truth, and the truth will set you free.”",Ghene bif se wen ge: Ba ǝ vie lu ghááy?
"translate Oku to English: əb me se ghane ɛ ntaame yɛ abghooye jio Joldan fekte se ghele ge: Ghen kubsen tetem ə ten è fiile se eybame mbee é é fò moo se ghen, ka Feyine leyse mbee sen.","He went into all the country around the Jordan, preaching a baptism of repentance for the forgiveness of sins."
